comunasubida|comunabajada|mediahora|viaje_laboral_promedio|viajes_adulto|viajes_estudiante|viajes_1_etapa|viajes_2_etapas|viajes_3_etapas|viajes_4_etapas|viajes_usan_metro
CONCHALÍ|INDEPENDENCIA|15:00:00|137,79733|89|0|96|11|0|0|0
CONCHALÍ|INDEPENDENCIA|15:30:00|130,210828|85|0|92|9|0|0|0
CONCHALÍ|INDEPENDENCIA|16:00:00|121,30705|76|0|84|10|0|0|0
CONCHALÍ|INDEPENDENCIA|16:30:00|121,092396|75|0|82|11|0|0|0
CONCHALÍ|INDEPENDENCIA|17:00:00|101,277322|60|0|66|12|0|0|0
CONCHALÍ|INDEPENDENCIA|17:30:00|119,735284|61|0|81|11|0|0|0
CONCHALÍ|INDEPENDENCIA|18:00:00|102,841278|59|0|68|10|1|0|0
CONCHALÍ|INDEPENDENCIA|18:30:00|103,990726|61|0|72|7|0|0|0
CONCHALÍ|INDEPENDENCIA|19:00:00|91,326564|56|0|62|8|0|0|0
CONCHALÍ|INDEPENDENCIA|19:30:00|87,9984|53|0|60|7|0|0|0
CONCHALÍ|INDEPENDENCIA|20:00:00|53,3610780000001|30|0|35|6|0|0|0
CONCHALÍ|INDEPENDENCIA|20:30:00|41,3246|24|0|27|4|0|0|0
CONCHALÍ|INDEPENDENCIA|21:00:00|41,9031040000001|24|0|28|4|0|0|0
CONCHALÍ|INDEPENDENCIA|21:30:00|40,8234539999999|23|0|26|5|0|0|0
CONCHALÍ|INDEPENDENCIA|22:00:00|26,946162|16|0|17|3|0|0|0
CONCHALÍ|INDEPENDENCIA|22:30:00|21,869926|11|0|14|2|0|0|0
CONCHALÍ|INDEPENDENCIA|23:00:00|15,650716|6|0|10|1|0|0|0
CONCHALÍ|INDEPENDENCIA|23:30:00|7,199792|2|0|4|0|0|0|0
CONCHALÍ|LA CISTERNA|00:00:00|0,810052|0|0|0|0|0|0|0
CONCHALÍ|LA CISTERNA|00:30:00|0,63387|0|0|0|0|0|0|0
CONCHALÍ|LA CISTERNA|03:30:00|0,283656|0|0|0|0|0|0|0
CONCHALÍ|LA CISTERNA|05:30:00|4,54695|3|0|0|2|0|0|1
CONCHALÍ|LA CISTERNA|06:00:00|17,693262|11|0|2|7|3|0|9
CONCHALÍ|LA CISTERNA|06:30:00|37,828976|24|0|3|15|9|0|21
CONCHALÍ|LA CISTERNA|07:00:00|42,967046|23|0|4|19|8|0|26
CONCHALÍ|LA CISTERNA|07:30:00|27,33081|15|0|1|15|3|0|17
CONCHALÍ|LA CISTERNA|08:00:00|23,230082|14|0|1|12|3|0|15
CONCHALÍ|LA CISTERNA|08:30:00|9,335572|6|0|1|5|0|0|5
CONCHALÍ|LA CISTERNA|09:00:00|9,663538|5|0|0|5|1|0|7
CONCHALÍ|LA CISTERNA|09:30:00|4,528582|3|0|0|2|0|0|2
CONCHALÍ|LA CISTERNA|10:00:00|7,881434|4|0|0|4|1|0|5
CONCHALÍ|LA CISTERNA|10:30:00|3,741694|2|0|0|1|0|0|2
CONCHALÍ|LA CISTERNA|11:00:00|5,545792|4|0|1|2|0|0|3
CONCHALÍ|LA CISTERNA|11:30:00|2,532|1|0|0|1|0|0|1
CONCHALÍ|LA CISTERNA|12:00:00|7,236014|5|0|0|3|1|0|4
CONCHALÍ|LA CISTERNA|12:30:00|5,969618|3|0|0|2|1|0|3
CONCHALÍ|LA CISTERNA|13:00:00|5,446586|3|0|0|2|1|0|3
CONCHALÍ|LA CISTERNA|13:30:00|4,785588|3|0|0|2|1|0|3
CONCHALÍ|LA CISTERNA|14:00:00|5,333628|3|0|0|2|0|0|3
CONCHALÍ|LA CISTERNA|14:30:00|6,71158|5|0|0|2|2|0|4
CONCHALÍ|LA CISTERNA|15:00:00|10,29917|7|0|2|2|3|0|5
CONCHALÍ|LA CISTERNA|15:30:00|7,674022|4|0|0|3|2|0|5
CONCHALÍ|LA CISTERNA|16:00:00|11,06723|7|0|1|5|1|0|6
CONCHALÍ|LA CISTERNA|16:30:00|10,289954|6|0|1|4|2|0|6
CONCHALÍ|LA CISTERNA|17:00:00|15,232686|9|0|1|5|4|0|10
CONCHALÍ|LA CISTERNA|17:30:00|23,829292|15|0|2|10|5|0|13
CONCHALÍ|LA CISTERNA|18:00:00|39,68041|27|0|1|18|10|0|27
CONCHALÍ|LA CISTERNA|18:30:00|36,089004|24|0|1|17|9|0|26
CONCHALÍ|LA CISTERNA|19:00:00|26,753294|17|0|1|12|7|0|17
CONCHALÍ|LA CISTERNA|19:30:00|22,210994|14|0|1|8|8|0|15
CONCHALÍ|LA CISTERNA|20:00:00|17,000874|10|0|1|7|4|0|10
CONCHALÍ|LA CISTERNA|20:30:00|12,969614|7|0|1|6|3|0|7
CONCHALÍ|LA CISTERNA|21:00:00|11,95378|8|0|0|6|2|0|7
CONCHALÍ|LA CISTERNA|21:30:00|16,208704|10|0|1|8|2|0|9
CONCHALÍ|LA CISTERNA|22:00:00|9,047582|5|0|0|4|2|0|5
CONCHALÍ|LA CISTERNA|22:30:00|5,385652|3|0|0|2|1|0|2
CONCHALÍ|LA CISTERNA|23:00:00|2,92841|1|0|0|0|1|0|0
CONCHALÍ|LA CISTERNA|23:30:00|2,141616|1|0|0|0|0|0|0
CONCHALÍ|LA FLORIDA|00:00:00|0,261902|0|0|0|0|0|0|0
CONCHALÍ|LA FLORIDA|00:30:00|0,285976|0|0|0|0|0|0|0
CONCHALÍ|LA FLORIDA|05:30:00|11,720936|7|0|0|1|6|0|6
CONCHALÍ|LA FLORIDA|06:00:00|14,727474|9|0|0|4|5|0|8
CONCHALÍ|LA FLORIDA|06:30:00|34,767646|21|0|0|18|7|0|25
CONCHALÍ|LA FLORIDA|07:00:00|42,737378|25|0|0|23|8|0|31
CONCHALÍ|LA FLORIDA|07:30:00|28,079654|16|0|0|16|4|0|19
CONCHALÍ|LA FLORIDA|08:00:00|26,03634|13|0|0|14|5|0|19
CONCHALÍ|LA FLORIDA|08:30:00|24,080004|15|0|0|15|3|0|18
CONCHALÍ|LA FLORIDA|09:00:00|18,202772|11|0|0|9|4|0|11
CONCHALÍ|LA FLORIDA|09:30:00|12,00816|7|0|0|7|1|0|9
CONCHALÍ|LA FLORIDA|10:00:00|16,904726|11|0|0|9|3|0|12
CONCHALÍ|LA FLORIDA|10:30:00|10,978074|6|0|0|7|1|0|8
CONCHALÍ|LA FLORIDA|11:00:00|10,24195|6|0|0|6|1|0|7
CONCHALÍ|LA FLORIDA|11:30:00|6,192662|3|0|0|3|1|0|4
CONCHALÍ|LA FLORIDA|12:00:00|8,046308|4|0|0|5|1|0|5
CONCHALÍ|LA FLORIDA|12:30:00|8,780654|4|0|0|5|2|0|6
CONCHALÍ|LA FLORIDA|13:00:00|9,953102|5|0|0|6|1|0|7
CONCHALÍ|LA FLORIDA|13:30:00|7,712402|4|0|0|4|1|0|5
CONCHALÍ|LA FLORIDA|14:00:00|13,627928|8|0|0|7|2|0|9
CONCHALÍ|LA FLORIDA|14:30:00|11,862996|6|0|0|7|2|0|8
CONCHALÍ|LA FLORIDA|15:00:00|12,07195|6|0|0|5|3|0|8
CONCHALÍ|LA FLORIDA|15:30:00|9,555496|5|0|0|4|2|0|6
CONCHALÍ|LA FLORIDA|16:00:00|13,412276|9|0|0|5|4|0|9
CONCHALÍ|LA FLORIDA|16:30:00|21,268706|12|0|1|8|6|0|14
CONCHALÍ|LA FLORIDA|17:00:00|23,853676|13|0|0|11|6|0|17
CONCHALÍ|LA FLORIDA|17:30:00|33,504798|21|0|0|15|9|0|24
CONCHALÍ|LA FLORIDA|18:00:00|56,0025640000001|39|0|0|25|17|0|41
CONCHALÍ|LA FLORIDA|18:30:00|47,198548|31|0|0|21|15|0|33
CONCHALÍ|LA FLORIDA|19:00:00|36,255928|25|0|0|15|11|0|27
CONCHALÍ|LA FLORIDA|19:30:00|29,092362|19|0|0|12|9|0|21
CONCHALÍ|LA FLORIDA|20:00:00|29,620342|19|0|0|13|9|0|21
CONCHALÍ|LA FLORIDA|20:30:00|16,88525|10|0|0|8|5|0|12
CONCHALÍ|LA FLORIDA|21:00:00|17,296432|10|0|0|7|5|0|12
CONCHALÍ|LA FLORIDA|21:30:00|17,076626|11|0|0|5|7|0|13
CONCHALÍ|LA FLORIDA|22:00:00|6,989024|3|0|0|2|2|0|5
CONCHALÍ|LA FLORIDA|22:30:00|4,760134|2|0|0|2|1|0|2
CONCHALÍ|LA FLORIDA|23:00:00|0,7922|0|0|0|0|0|0|0
CONCHALÍ|LA FLORIDA|23:30:00|0,2287|0|0|0|0|0|0|0
CONCHALÍ|LA GRANJA|06:00:00|2,861876|2|0|0|0|1|0|1
CONCHALÍ|LA GRANJA|06:30:00|2,669298|2|0|0|0|1|0|1
CONCHALÍ|LA GRANJA|07:00:00|1,627224|0|0|0|0|0|0|0
CONCHALÍ|LA GRANJA|07:30:00|1,626378|1|0|0|0|1|0|1
CONCHALÍ|LA GRANJA|08:00:00|3,208308|2|0|0|1|0|0|2
CONCHALÍ|LA GRANJA|08:30:00|0,513356|0|0|0|0|0|0|0
CONCHALÍ|LA GRANJA|09:00:00|0,497166|0|0|0|0|0|0|0
CONCHALÍ|LA GRANJA|10:00:00|1,242608|0|0|0|0|0|0|0
CONCHALÍ|LA GRANJA|10:30:00|0,246176|0|0|0|0|0|0|0
CONCHALÍ|LA GRANJA|11:00:00|0,760218|0|0|0|0|0|0|0
CONCHALÍ|LA GRANJA|11:30:00|0,249328|0|0|0|0|0|0|0
CONCHALÍ|LA GRANJA|12:00:00|0,24734|0|0|0|0|0|0|0
CONCHALÍ|LA GRANJA|12:30:00|0,748164|0|0|0|0|0|0|0
CONCHALÍ|LA GRANJA|13:00:00|0,492224|0|0|0|0|0|0|0
CONCHALÍ|LA GRANJA|13:30:00|0,503696|0|0|0|0|0|0|0
CONCHALÍ|LA GRANJA|14:00:00|0,521432|0|0|0|0|0|0|0
CONCHALÍ|LA GRANJA|14:30:00|1,527252|0|0|0|0|0|0|1
CONCHALÍ|LA GRANJA|15:00:00|1,02861|0|0|0|0|0|0|0
CONCHALÍ|LA GRANJA|15:30:00|2,04862|1|0|0|0|0|0|1
CONCHALÍ|LA GRANJA|16:00:00|2,279162|1|0|0|1|0|0|1
CONCHALÍ|LA GRANJA|16:30:00|3,072886|2|0|0|1|0|0|2
CONCHALÍ|LA GRANJA|17:00:00|4,878674|3|0|0|0|3|0|3
CONCHALÍ|LA GRANJA|17:30:00|10,335786|7|0|0|3|4|0|7
CONCHALÍ|LA GRANJA|18:00:00|12,881246|9|0|0|4|6|0|8
CONCHALÍ|LA GRANJA|18:30:00|10,577172|7|0|0|5|2|0|7
CONCHALÍ|LA GRANJA|19:00:00|10,38576|6|0|0|3|4|0|6
CONCHALÍ|LA GRANJA|19:30:00|5,467674|3|0|0|1|2|0|3
CONCHALÍ|LA GRANJA|20:00:00|3,891168|2|0|0|1|1|0|2
CONCHALÍ|LA GRANJA|20:30:00|2,26944|1|0|0|1|0|0|1
CONCHALÍ|LA GRANJA|21:00:00|3,561586|2|0|0|1|1|0|2
CONCHALÍ|LA GRANJA|21:30:00|3,4988|2|0|0|1|1|0|2
CONCHALÍ|LA GRANJA|22:00:00|1,798352|1|0|0|0|0|0|1
CONCHALÍ|LA GRANJA|22:30:00|1,264134|0|0|0|0|0|0|0
CONCHALÍ|LA GRANJA|23:00:00|0,258886|0|0|0|0|0|0|0
CONCHALÍ|LA GRANJA|23:30:00|0,813786|0|0|0|0|0|0|0
CONCHALÍ|LA PINTANA|00:00:00|0,250988|0|0|0|0|0|0|0
CONCHALÍ|LA PINTANA|00:30:00|0,250988|0|0|0|0|0|0|0
CONCHALÍ|LA PINTANA|05:30:00|1,429946|1|0|0|0|1|0|0
CONCHALÍ|LA PINTANA|06:00:00|4,387214|3|0|0|0|2|0|1
CONCHALÍ|LA PINTANA|06:30:00|4,91542|3|0|0|1|2|0|2
CONCHALÍ|LA PINTANA|07:00:00|4,372454|3|0|0|0|2|0|2
CONCHALÍ|LA PINTANA|07:30:00|5,120866|2|0|0|1|2|0|2
CONCHALÍ|LA PINTANA|08:00:00|4,043922|1|0|0|0|2|0|2
CONCHALÍ|LA PINTANA|08:30:00|2,327048|1|0|0|0|1|0|1
CONCHALÍ|LA PINTANA|09:00:00|2,56033|1|0|0|0|1|0|1
CONCHALÍ|LA PINTANA|09:30:00|1,251984|0|0|0|0|0|0|0
CONCHALÍ|LA PINTANA|10:00:00|1,495744|0|0|0|0|1|0|0
CONCHALÍ|LA PINTANA|10:30:00|0,745694|0|0|0|0|0|0|0
CONCHALÍ|LA PINTANA|11:00:00|1,751354|0|0|0|0|1|0|0
CONCHALÍ|LA PINTANA|11:30:00|1,740228|0|0|0|0|1|0|1
CONCHALÍ|LA PINTANA|12:00:00|0,488212|0|0|0|0|0|0|0
CONCHALÍ|LA PINTANA|12:30:00|1,275358|0|0|0|0|1|0|0
CONCHALÍ|LA PINTANA|13:00:00|1,743856|1|0|0|0|1|0|1
CONCHALÍ|LA PINTANA|13:30:00|1,750496|1|0|0|0|1|0|1
CONCHALÍ|LA PINTANA|14:00:00|1,778754|1|0|0|0|1|0|1
CONCHALÍ|LA PINTANA|14:30:00|2,514262|1|0|0|0|1|0|1
CONCHALÍ|LA PINTANA|15:00:00|2,347496|1|0|0|0|1|0|1
CONCHALÍ|LA PINTANA|15:30:00|2,336836|1|0|0|0|1|0|1
CONCHALÍ|LA PINTANA|16:00:00|3,583032|2|0|0|1|1|0|1
CONCHALÍ|LA PINTANA|16:30:00|5,683872|3|0|0|1|3|0|3
CONCHALÍ|LA PINTANA|17:00:00|5,415878|3|0|0|1|3|0|2
CONCHALÍ|LA PINTANA|17:30:00|14,727624|10|0|0|1|9|0|8
CONCHALÍ|LA PINTANA|18:00:00|19,860442|14|0|0|2|13|0|12
CONCHALÍ|LA PINTANA|18:30:00|15,21287|10|0|0|2|9|0|8
CONCHALÍ|LA PINTANA|19:00:00|13,883274|10|0|0|1|8|0|8
CONCHALÍ|LA PINTANA|19:30:00|13,048546|9|0|0|1|9|0|8
CONCHALÍ|LA PINTANA|20:00:00|6,725536|4|0|0|1|4|0|4
CONCHALÍ|LA PINTANA|20:30:00|4,09824|3|0|0|0|2|0|2
CONCHALÍ|LA PINTANA|21:00:00|4,627234|3|0|0|0|3|0|3
CONCHALÍ|LA PINTANA|21:30:00|8,219324|4|0|0|1|5|0|5
CONCHALÍ|LA PINTANA|22:00:00|4,55147|2|0|0|1|2|0|2
CONCHALÍ|LA PINTANA|22:30:00|1,728482|0|0|0|0|1|0|1
CONCHALÍ|LA PINTANA|23:00:00|1,311592|0|0|0|1|0|0|0
CONCHALÍ|LA PINTANA|23:30:00|0,278416|0|0|0|0|0|0|0
CONCHALÍ|LA REINA|04:00:00|0,5399|0|0|0|0|0|0|0
CONCHALÍ|LA REINA|05:00:00|1,821716|0|0|0|0|0|0|0
CONCHALÍ|LA REINA|05:30:00|9,057966|5|0|0|2|4|0|3
CONCHALÍ|LA REINA|06:00:00|24,25098|15|0|0|8|8|0|7
CONCHALÍ|LA REINA|06:30:00|37,182526|25|0|0|15|11|0|11
CONCHALÍ|LA REINA|07:00:00|30,926448|20|0|2|14|6|0|6
CONCHALÍ|LA REINA|07:30:00|28,461618|19|0|3|10|7|0|6
CONCHALÍ|LA REINA|08:00:00|20,041468|13|0|1|9|5|0|7
CONCHALÍ|LA REINA|08:30:00|23,66045|16|0|3|9|4|0|6
CONCHALÍ|LA REINA|09:00:00|14,56974|9|0|1|6|3|0|3
CONCHALÍ|LA REINA|09:30:00|9,783582|5|0|0|5|1|0|2
CONCHALÍ|LA REINA|10:00:00|8,202488|5|0|0|4|2|0|3
CONCHALÍ|LA REINA|10:30:00|5,778212|3|0|0|2|1|0|2
CONCHALÍ|LA REINA|11:00:00|4,025162|2|0|0|1|1|0|1
CONCHALÍ|LA REINA|11:30:00|3,292758|2|0|0|2|0|0|0
CONCHALÍ|LA REINA|12:00:00|2,00462|1|0|0|0|0|0|0
CONCHALÍ|LA REINA|12:30:00|3,54034|2|0|0|1|0|0|1
CONCHALÍ|LA REINA|13:00:00|8,89948|5|0|0|3|2|0|2
CONCHALÍ|LA REINA|13:30:00|4,974748|3|0|0|1|1|0|0
CONCHALÍ|LA REINA|14:00:00|4,907518|2|0|0|3|0|0|1
CONCHALÍ|LA REINA|14:30:00|2,307404|1|0|0|1|0|0|0
CONCHALÍ|LA REINA|15:00:00|3,381594|2|0|0|1|1|0|1
CONCHALÍ|LA REINA|15:30:00|4,097662|2|0|1|1|0|0|0
CONCHALÍ|LA REINA|16:00:00|3,101638|1|0|0|1|0|0|1
CONCHALÍ|LA REINA|16:30:00|4,86991|3|0|0|2|1|0|1
CONCHALÍ|LA REINA|17:00:00|3,623992|1|0|0|2|0|0|2
CONCHALÍ|LA REINA|17:30:00|4,903826|2|0|0|2|1|0|2
CONCHALÍ|LA REINA|18:00:00|8,578838|5|0|1|4|1|0|3
CONCHALÍ|LA REINA|18:30:00|7,550842|4|0|0|4|0|0|2
CONCHALÍ|LA REINA|19:00:00|4,152392|2|0|1|1|0|0|0
CONCHALÍ|LA REINA|19:30:00|6,112814|4|0|0|2|2|0|1
CONCHALÍ|LA REINA|20:00:00|7,458408|5|0|0|4|0|0|2
CONCHALÍ|LA REINA|20:30:00|5,323468|3|0|0|1|1|0|1
CONCHALÍ|LA REINA|21:00:00|4,285704|1|0|0|1|2|0|2
CONCHALÍ|LA REINA|21:30:00|4,069838|3|0|0|1|1|0|1
CONCHALÍ|LA REINA|22:00:00|0,9857|0|0|0|0|0|0|0
CONCHALÍ|LA REINA|22:30:00|1,22212|0|0|0|1|0|0|0
CONCHALÍ|LA REINA|23:00:00|0,545476|0|0|0|0|0|0|0
CONCHALÍ|LA REINA|23:30:00|0,258886|0|0|0|0|0|0|0
CONCHALÍ|LAS CONDES|00:00:00|0,247128|0|0|0|0|0|0|0
CONCHALÍ|LAS CONDES|04:30:00|1,631488|0|0|0|0|0|0|0
CONCHALÍ|LAS CONDES|05:00:00|8,858692|5|0|1|2|1|0|0
CONCHALÍ|LAS CONDES|05:30:00|65,6740880000001|44|0|2|24|19|0|15
CONCHALÍ|LAS CONDES|06:00:00|143,666142|92|0|10|54|34|0|46
CONCHALÍ|LAS CONDES|06:30:00|223,200716000001|142|0|15|98|48|2|77
CONCHALÍ|LAS CONDES|07:00:00|235,432606|140|0|18|109|45|1|84
CONCHALÍ|LAS CONDES|07:30:00|270,737409999999|162|0|29|131|37|1|98
CONCHALÍ|LAS CONDES|08:00:00|168,718858|103|0|13|81|29|1|67
CONCHALÍ|LAS CONDES|08:30:00|132,931662|85|0|11|57|29|1|43
CONCHALÍ|LAS CONDES|09:00:00|104,417752|68|0|9|46|22|2|34
CONCHALÍ|LAS CONDES|09:30:00|75,985376|51|0|7|31|20|1|25
CONCHALÍ|LAS CONDES|10:00:00|55,9339200000001|33|0|5|25|12|1|19
CONCHALÍ|LAS CONDES|10:30:00|43,0626900000001|24|0|4|19|9|1|14
CONCHALÍ|LAS CONDES|11:00:00|39,44217|26|0|3|19|6|1|13
CONCHALÍ|LAS CONDES|11:30:00|25,429846|14|0|2|11|5|0|7
CONCHALÍ|LAS CONDES|12:00:00|28,663268|15|0|2|14|5|0|10
CONCHALÍ|LAS CONDES|12:30:00|39,099002|24|0|2|21|7|0|12
CONCHALÍ|LAS CONDES|13:00:00|33,369962|20|0|2|18|5|0|14
CONCHALÍ|LAS CONDES|13:30:00|31,921222|20|0|3|17|4|0|12
CONCHALÍ|LAS CONDES|14:00:00|30,201778|16|0|2|12|7|1|10
CONCHALÍ|LAS CONDES|14:30:00|23,93877|12|0|2|10|5|0|8
CONCHALÍ|LAS CONDES|15:00:00|25,08325|13|0|1|12|4|0|11
CONCHALÍ|LAS CONDES|15:30:00|20,328356|11|0|2|9|3|0|7
CONCHALÍ|LAS CONDES|16:00:00|19,435348|10|0|1|10|3|0|7
CONCHALÍ|LAS CONDES|16:30:00|17,62471|10|0|1|9|2|0|6
CONCHALÍ|LAS CONDES|17:00:00|21,785534|12|0|2|10|4|0|8
CONCHALÍ|LAS CONDES|17:30:00|24,861122|14|0|3|12|2|0|9
CONCHALÍ|LAS CONDES|18:00:00|29,214098|18|0|3|13|6|0|11
CONCHALÍ|LAS CONDES|18:30:00|22,211018|13|0|3|9|4|0|6
CONCHALÍ|LAS CONDES|19:00:00|19,31852|11|0|2|10|2|0|7
CONCHALÍ|LAS CONDES|19:30:00|12,69001|7|0|1|7|0|0|3
CONCHALÍ|LAS CONDES|20:00:00|12,841826|8|0|2|7|0|0|3
CONCHALÍ|LAS CONDES|20:30:00|18,50359|13|0|2|9|2|0|5
CONCHALÍ|LAS CONDES|21:00:00|18,928378|12|0|2|10|2|0|5
CONCHALÍ|LAS CONDES|21:30:00|10,096274|7|0|1|4|1|0|3
CONCHALÍ|LAS CONDES|22:00:00|6,057524|3|0|1|3|0|0|1
CONCHALÍ|LAS CONDES|22:30:00|2,039532|1|0|0|0|0|0|0
CONCHALÍ|LAS CONDES|23:00:00|1,005358|0|0|0|0|0|0|0
CONCHALÍ|LAS CONDES|23:30:00|0,538416|0|0|0|0|0|0|0
CONCHALÍ|LO BARNECHEA|05:00:00|0,734168|0|0|0|0|0|0|0
CONCHALÍ|LO BARNECHEA|05:30:00|11,93401|8|0|0|1|6|0|0
CONCHALÍ|LO BARNECHEA|06:00:00|18,18607|11|0|0|2|10|0|3
CONCHALÍ|LO BARNECHEA|06:30:00|15,882546|11|0|0|2|9|0|1
CONCHALÍ|LO BARNECHEA|07:00:00|18,866426|13|0|0|3|10|0|1
CONCHALÍ|LO BARNECHEA|07:30:00|15,710454|11|0|0|4|6|1|1
CONCHALÍ|LO BARNECHEA|08:00:00|9,533526|6|0|0|1|5|0|0
CONCHALÍ|LO BARNECHEA|08:30:00|6,63918|4|0|0|0|3|0|0
CONCHALÍ|LO BARNECHEA|09:00:00|3,964628|2|0|0|0|1|0|0
CONCHALÍ|LO BARNECHEA|09:30:00|2,295072|1|0|0|0|1|0|0
CONCHALÍ|LO BARNECHEA|10:00:00|4,560428|3|0|0|1|1|0|0
CONCHALÍ|LO BARNECHEA|10:30:00|1,737608|0|0|0|0|0|0|0
CONCHALÍ|LO BARNECHEA|11:00:00|1,768656|1|0|0|0|0|0|0
CONCHALÍ|LO BARNECHEA|11:30:00|1,749028|1|0|0|0|0|0|0
CONCHALÍ|LO BARNECHEA|12:00:00|1,77378|1|0|0|0|0|0|0
CONCHALÍ|LO BARNECHEA|12:30:00|1,995358|1|0|0|0|1|0|0
CONCHALÍ|LO BARNECHEA|13:00:00|3,81525|2|0|0|0|1|0|0
CONCHALÍ|LO BARNECHEA|13:30:00|0,501084|0|0|0|0|0|0|0
CONCHALÍ|LO BARNECHEA|14:00:00|0,765274|0|0|0|0|0|0|0
CONCHALÍ|LO BARNECHEA|14:30:00|1,298956|0|0|0|0|0|0|0
CONCHALÍ|LO BARNECHEA|15:00:00|2,581084|1|0|0|1|0|0|0
CONCHALÍ|LO BARNECHEA|15:30:00|0,760036|0|0|0|0|0|0|0
CONCHALÍ|LO BARNECHEA|16:00:00|1,290094|0|0|0|0|0|0|0
CONCHALÍ|LO BARNECHEA|16:30:00|1,30302|0|0|0|0|0|0|0
CONCHALÍ|LO BARNECHEA|17:00:00|0,785148|0|0|0|0|0|0|0
CONCHALÍ|LO BARNECHEA|17:30:00|1,809002|1|0|0|0|1|0|0
CONCHALÍ|LO BARNECHEA|18:00:00|3,069114|2|0|0|0|1|0|0
CONCHALÍ|LO BARNECHEA|18:30:00|2,299396|1|0|0|0|1|0|0
CONCHALÍ|LO BARNECHEA|19:00:00|1,790824|1|0|0|0|1|0|0
CONCHALÍ|LO BARNECHEA|19:30:00|2,366554|1|0|0|0|1|0|0
CONCHALÍ|LO BARNECHEA|20:00:00|4,382364|3|0|0|1|2|0|1
CONCHALÍ|LO BARNECHEA|20:30:00|1,262582|0|0|0|0|0|0|0
CONCHALÍ|LO BARNECHEA|21:00:00|1,531446|0|0|0|0|1|0|0
CONCHALÍ|LO BARNECHEA|21:30:00|0,505506|0|0|0|0|0|0|0
CONCHALÍ|LO BARNECHEA|22:00:00|0,747344|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|05:30:00|2,129272|1|0|0|0|1|0|0
CONCHALÍ|LO ESPEJO|06:00:00|2,920316|2|0|1|0|0|0|0
CONCHALÍ|LO ESPEJO|06:30:00|6,435362|4|0|0|3|0|0|0
CONCHALÍ|LO ESPEJO|07:00:00|2,411468|1|0|0|0|1|0|0
CONCHALÍ|LO ESPEJO|07:30:00|1,595668|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|08:00:00|0,795276|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|08:30:00|1,822326|1|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|09:00:00|1,026712|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|09:30:00|0,74409|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|10:00:00|0,493824|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|10:30:00|0,246176|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|11:00:00|0,506416|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|11:30:00|0,757562|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|12:00:00|0,996124|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|13:00:00|1,000786|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|13:30:00|2,276272|1|0|0|0|1|0|0
CONCHALÍ|LO ESPEJO|14:30:00|2,05501|1|0|0|1|0|0|0
CONCHALÍ|LO ESPEJO|15:00:00|0,510032|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|15:30:00|0,249856|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|16:00:00|1,256752|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|16:30:00|2,294444|1|0|0|1|0|0|0
CONCHALÍ|LO ESPEJO|17:00:00|3,550768|2|0|0|2|0|0|0
CONCHALÍ|LO ESPEJO|17:30:00|6,352594|4|0|0|3|1|0|1
CONCHALÍ|LO ESPEJO|18:00:00|11,73125|8|0|0|7|1|0|0
CONCHALÍ|LO ESPEJO|18:30:00|5,412232|2|0|0|2|1|0|1
CONCHALÍ|LO ESPEJO|19:00:00|7,355504|5|0|0|4|1|0|1
CONCHALÍ|LO ESPEJO|19:30:00|3,077344|2|0|0|1|1|0|0
CONCHALÍ|LO ESPEJO|20:00:00|2,066984|1|0|0|1|0|0|0
CONCHALÍ|LO ESPEJO|20:30:00|0,254208|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|21:00:00|1,263786|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|21:30:00|1,77789|1|0|0|0|1|0|1
CONCHALÍ|LO ESPEJO|22:00:00|0,258104|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|22:30:00|1,543896|0|0|0|0|0|0|0
CONCHALÍ|LO ESPEJO|23:00:00|2,595838|1|0|0|2|0|0|0
CONCHALÍ|LO PRADO|00:00:00|0,785706|0|0|0|0|0|0|0
CONCHALÍ|LO PRADO|00:30:00|0,547878|0|0|0|0|0|0|0
CONCHALÍ|LO PRADO|01:00:00|0,28494|0|0|0|0|0|0|0
CONCHALÍ|LO PRADO|05:30:00|1,464136|0|0|0|0|0|0|0
CONCHALÍ|LO PRADO|06:00:00|12,089688|7|0|1|6|1|0|7
CONCHALÍ|LO PRADO|06:30:00|27,438048|16|0|1|16|3|0|14
CONCHALÍ|LO PRADO|07:00:00|29,36991|15|0|1|18|2|0|17
