comunasubida|comunabajada|mediahora|viaje_laboral_promedio|viajes_adulto|viajes_estudiante|viajes_1_etapa|viajes_2_etapas|viajes_3_etapas|viajes_4_etapas|viajes_usan_metro
CERRILLOS|CERRILLOS|00:00:00|8,012722|2|0|4|0|0|0|0
CERRILLOS|CERRILLOS|00:30:00|4,572266|1|0|2|0|0|0|0
CERRILLOS|CERRILLOS|01:00:00|1,351912|0|0|0|0|0|0|0
CERRILLOS|CERRILLOS|02:00:00|0,467198|0|0|0|0|0|0|0
CERRILLOS|CERRILLOS|04:30:00|0,29124|0|0|0|0|0|0|0
CERRILLOS|CERRILLOS|05:00:00|6,103808|4|0|3|0|0|0|0
CERRILLOS|CERRILLOS|05:30:00|22,51023|15|0|12|4|0|0|0
CERRILLOS|CERRILLOS|06:00:00|72,1060080000001|42|0|39|12|0|0|0
CERRILLOS|CERRILLOS|06:30:00|119,2405|71|0|65|21|1|0|0
CERRILLOS|CERRILLOS|07:00:00|175,479802|98|0|104|21|3|0|0
CERRILLOS|CERRILLOS|07:30:00|208,090672|117|0|130|20|2|0|0
CERRILLOS|CERRILLOS|08:00:00|245,521915999999|134|0|152|24|2|0|0
CERRILLOS|CERRILLOS|08:30:00|210,82556|125|0|143|18|1|0|0
CERRILLOS|CERRILLOS|09:00:00|148,280474|98|0|101|13|0|0|0
CERRILLOS|CERRILLOS|09:30:00|131,611354|91|0|94|9|1|0|1
CERRILLOS|CERRILLOS|10:00:00|134,935304|90|0|95|11|1|0|0
CERRILLOS|CERRILLOS|10:30:00|137,3575|95|0|102|6|1|0|0
CERRILLOS|CERRILLOS|11:00:00|151,329016|99|0|107|12|1|0|0
CERRILLOS|CERRILLOS|11:30:00|135,814838|89|0|98|10|0|0|0
CERRILLOS|CERRILLOS|12:00:00|151,59585|101|0|109|11|1|0|0
CERRILLOS|CERRILLOS|12:30:00|149,02932|92|0|104|13|0|0|0
CERRILLOS|CERRILLOS|13:00:00|161,17808|99|0|111|14|1|0|0
CERRILLOS|CERRILLOS|13:30:00|169,131738|104|0|119|12|1|0|0
CERRILLOS|CERRILLOS|14:00:00|142,983196|81|0|101|7|0|0|0
CERRILLOS|CERRILLOS|14:30:00|133,088498|79|0|91|9|2|0|0
CERRILLOS|CERRILLOS|15:00:00|154,216914|93|0|102|14|2|0|0
CERRILLOS|CERRILLOS|15:30:00|134,33472|78|0|95|7|0|0|0
CERRILLOS|CERRILLOS|16:00:00|155,012384000001|90|0|104|13|1|0|0
CERRILLOS|CERRILLOS|16:30:00|179,427036000001|99|0|118|19|1|0|0
CERRILLOS|CERRILLOS|17:00:00|175,959288000001|98|0|117|15|2|0|0
CERRILLOS|CERRILLOS|17:30:00|211,79259|124|0|145|15|1|0|0
CERRILLOS|CERRILLOS|18:00:00|237,802152|135|0|159|21|1|0|0
CERRILLOS|CERRILLOS|18:30:00|233,975598|138|0|158|19|0|0|0
CERRILLOS|CERRILLOS|19:00:00|199,281258|113|0|135|16|1|0|0
CERRILLOS|CERRILLOS|19:30:00|177,150302|99|0|120|15|0|0|0
CERRILLOS|CERRILLOS|20:00:00|163,620064|98|0|112|12|0|0|0
CERRILLOS|CERRILLOS|20:30:00|140,923914000001|79|0|98|8|0|0|0
CERRILLOS|CERRILLOS|21:00:00|146,259264|81|0|100|9|1|0|0
CERRILLOS|CERRILLOS|21:30:00|99,8776339999995|51|0|70|6|1|0|0
CERRILLOS|CERRILLOS|22:00:00|105,6372|58|0|77|6|0|0|0
CERRILLOS|CERRILLOS|22:30:00|79,1849179999998|36|0|56|5|0|0|0
CERRILLOS|CERRILLOS|23:00:00|38,767846|17|0|27|1|0|0|0
CERRILLOS|CERRILLOS|23:30:00|22,098742|10|0|14|2|0|0|0
CERRILLOS|CERRO NAVIA|00:00:00|1,070886|0|0|0|0|0|0|0
CERRILLOS|CERRO NAVIA|05:30:00|0,286436|0|0|0|0|0|0|0
CERRILLOS|CERRO NAVIA|06:00:00|1,644224|1|0|0|0|0|0|0
CERRILLOS|CERRO NAVIA|06:30:00|4,532612|2|0|0|1|2|0|2
CERRILLOS|CERRO NAVIA|07:00:00|9,942968|6|0|0|4|2|0|2
CERRILLOS|CERRO NAVIA|07:30:00|4,619922|1|0|0|1|1|0|0
CERRILLOS|CERRO NAVIA|08:00:00|4,565986|2|0|0|2|1|0|0
CERRILLOS|CERRO NAVIA|08:30:00|3,476674|2|0|0|1|0|0|0
CERRILLOS|CERRO NAVIA|09:00:00|1,604286|0|0|0|0|0|0|0
CERRILLOS|CERRO NAVIA|09:30:00|1,232228|1|0|0|0|0|0|0
CERRILLOS|CERRO NAVIA|10:00:00|1,241926|0|0|0|0|0|0|0
CERRILLOS|CERRO NAVIA|10:30:00|1,50857|0|0|0|0|0|0|0
CERRILLOS|CERRO NAVIA|11:00:00|1,483096|1|0|0|0|0|0|0
CERRILLOS|CERRO NAVIA|11:30:00|2,01694|1|0|0|0|1|0|0
CERRILLOS|CERRO NAVIA|12:00:00|1,250114|0|0|0|0|0|0|0
CERRILLOS|CERRO NAVIA|12:30:00|2,32453|1|0|0|0|0|0|0
CERRILLOS|CERRO NAVIA|13:00:00|2,004148|1|0|0|0|1|0|0
CERRILLOS|CERRO NAVIA|13:30:00|3,553138|1|0|0|1|1|0|1
CERRILLOS|CERRO NAVIA|14:00:00|3,091374|2|0|0|1|0|0|0
CERRILLOS|CERRO NAVIA|14:30:00|3,84618|2|0|0|1|1|0|0
CERRILLOS|CERRO NAVIA|15:00:00|4,955808|2|0|0|2|1|0|0
CERRILLOS|CERRO NAVIA|15:30:00|4,624458|2|0|0|2|1|0|0
CERRILLOS|CERRO NAVIA|16:00:00|7,07187|5|0|0|2|2|0|0
CERRILLOS|CERRO NAVIA|16:30:00|6,528898|4|0|0|3|1|0|0
CERRILLOS|CERRO NAVIA|17:00:00|6,812016|4|0|0|2|3|0|0
CERRILLOS|CERRO NAVIA|17:30:00|16,008072|10|0|0|7|5|0|1
CERRILLOS|CERRO NAVIA|18:00:00|29,561832|17|0|0|15|6|0|2
CERRILLOS|CERRO NAVIA|18:30:00|24,825714|16|0|0|11|7|0|2
CERRILLOS|CERRO NAVIA|19:00:00|22,079986|14|0|0|7|9|0|3
CERRILLOS|CERRO NAVIA|19:30:00|18,66949|12|0|0|8|6|0|2
CERRILLOS|CERRO NAVIA|20:00:00|12,716252|8|0|0|4|4|0|1
CERRILLOS|CERRO NAVIA|20:30:00|7,84274|4|0|0|4|1|0|0
CERRILLOS|CERRO NAVIA|21:00:00|11,640828|7|0|0|4|5|0|1
CERRILLOS|CERRO NAVIA|21:30:00|7,103076|4|0|0|1|4|0|2
CERRILLOS|CERRO NAVIA|22:00:00|9,955928|6|0|0|4|2|1|2
CERRILLOS|CERRO NAVIA|22:30:00|3,481068|2|0|0|0|1|0|1
CERRILLOS|CERRO NAVIA|23:00:00|0,798814|0|0|0|0|0|0|0
CERRILLOS|CERRO NAVIA|23:30:00|1,34678|0|0|0|0|0|0|0
CERRILLOS|CONCHALÍ|05:00:00|2,495502|1|0|0|1|0|0|0
CERRILLOS|CONCHALÍ|05:30:00|6,482246|3|0|0|3|1|0|1
CERRILLOS|CONCHALÍ|06:00:00|15,37485|11|0|0|4|5|0|3
CERRILLOS|CONCHALÍ|06:30:00|22,150858|15|0|1|8|7|0|5
CERRILLOS|CONCHALÍ|07:00:00|7,998176|4|0|1|1|2|0|1
CERRILLOS|CONCHALÍ|07:30:00|5,30537|3|0|1|1|1|0|1
CERRILLOS|CONCHALÍ|08:00:00|4,715364|3|0|0|1|1|0|1
CERRILLOS|CONCHALÍ|08:30:00|4,204204|3|0|0|1|1|0|0
CERRILLOS|CONCHALÍ|09:00:00|4,527488|3|0|1|0|2|0|1
CERRILLOS|CONCHALÍ|09:30:00|2,527204|1|0|0|0|1|0|1
CERRILLOS|CONCHALÍ|10:00:00|2,238304|1|0|0|1|0|0|0
CERRILLOS|CONCHALÍ|10:30:00|0,489768|0|0|0|0|0|0|0
CERRILLOS|CONCHALÍ|11:00:00|1,702248|1|0|0|0|0|0|0
CERRILLOS|CONCHALÍ|11:30:00|0,977732|0|0|0|0|0|0|0
CERRILLOS|CONCHALÍ|12:00:00|1,716132|1|0|0|0|0|0|0
CERRILLOS|CONCHALÍ|12:30:00|1,759564|1|0|0|0|0|0|0
CERRILLOS|CONCHALÍ|13:00:00|2,247266|1|0|0|1|0|0|0
CERRILLOS|CONCHALÍ|13:30:00|2,213812|1|0|0|0|0|0|0
CERRILLOS|CONCHALÍ|14:00:00|0,511338|0|0|0|0|0|0|0
CERRILLOS|CONCHALÍ|14:30:00|2,5521|1|0|0|0|1|0|1
CERRILLOS|CONCHALÍ|15:00:00|3,124064|2|0|0|1|0|0|0
CERRILLOS|CONCHALÍ|15:30:00|4,12939|2|0|1|0|1|0|1
CERRILLOS|CONCHALÍ|16:00:00|2,609854|1|0|0|0|1|0|1
CERRILLOS|CONCHALÍ|16:30:00|1,80842|1|0|0|0|0|0|0
CERRILLOS|CONCHALÍ|17:00:00|2,093282|1|0|0|0|1|0|0
CERRILLOS|CONCHALÍ|17:30:00|9,612248|5|0|0|3|2|0|2
CERRILLOS|CONCHALÍ|18:00:00|16,384286|10|0|1|4|5|0|3
CERRILLOS|CONCHALÍ|18:30:00|9,372654|5|0|1|2|2|0|2
CERRILLOS|CONCHALÍ|19:00:00|6,774198|4|0|0|2|2|0|1
CERRILLOS|CONCHALÍ|19:30:00|7,023974|4|0|1|1|2|0|2
CERRILLOS|CONCHALÍ|20:00:00|5,19546|3|0|0|1|2|0|2
CERRILLOS|CONCHALÍ|20:30:00|4,70416|3|0|0|2|0|0|0
CERRILLOS|CONCHALÍ|21:00:00|7,018954|3|0|1|1|2|0|2
CERRILLOS|CONCHALÍ|21:30:00|4,183064|3|0|0|0|2|0|1
CERRILLOS|CONCHALÍ|22:00:00|3,17306|1|0|0|0|1|0|0
CERRILLOS|CONCHALÍ|22:30:00|0,272718|0|0|0|0|0|0|0
CERRILLOS|CONCHALÍ|23:00:00|0,80208|0|0|0|0|0|0|0
CERRILLOS|EL BOSQUE|00:00:00|0,903558|0|0|0|0|0|0|0
CERRILLOS|EL BOSQUE|01:30:00|0,433826|0|0|0|0|0|0|0
CERRILLOS|EL BOSQUE|05:30:00|0,297404|0|0|0|0|0|0|0
CERRILLOS|EL BOSQUE|06:00:00|4,674988|3|0|0|2|0|0|0
CERRILLOS|EL BOSQUE|06:30:00|7,987402|4|0|0|4|1|0|0
CERRILLOS|EL BOSQUE|07:00:00|10,70407|6|0|0|5|1|0|0
CERRILLOS|EL BOSQUE|07:30:00|8,87764|4|0|0|4|1|0|0
CERRILLOS|EL BOSQUE|08:00:00|9,490864|5|0|0|4|1|0|0
CERRILLOS|EL BOSQUE|08:30:00|6,272966|4|0|0|3|1|0|0
CERRILLOS|EL BOSQUE|09:00:00|7,008188|3|0|0|4|0|0|0
CERRILLOS|EL BOSQUE|09:30:00|2,555198|1|0|0|1|0|0|0
CERRILLOS|EL BOSQUE|10:00:00|2,80108|1|0|0|1|0|0|0
CERRILLOS|EL BOSQUE|10:30:00|3,788478|2|0|0|1|1|0|0
CERRILLOS|EL BOSQUE|11:00:00|2,53557|1|0|0|1|0|0|0
CERRILLOS|EL BOSQUE|11:30:00|5,82132|3|0|0|2|1|0|0
CERRILLOS|EL BOSQUE|12:00:00|6,367344|3|0|0|4|0|0|0
CERRILLOS|EL BOSQUE|12:30:00|7,770578|3|0|2|3|0|0|0
CERRILLOS|EL BOSQUE|13:00:00|9,016364|4|0|3|3|0|0|0
CERRILLOS|EL BOSQUE|13:30:00|3,767848|1|0|0|2|0|0|0
CERRILLOS|EL BOSQUE|14:00:00|4,690596|1|0|0|2|0|0|0
CERRILLOS|EL BOSQUE|14:30:00|5,721436|3|0|0|2|1|0|0
CERRILLOS|EL BOSQUE|15:00:00|6,511844|3|0|0|1|2|0|0
CERRILLOS|EL BOSQUE|15:30:00|9,40478|4|0|2|3|1|0|0
CERRILLOS|EL BOSQUE|16:00:00|6,548734|3|0|0|3|0|0|0
CERRILLOS|EL BOSQUE|16:30:00|8,85592600000001|4|0|2|3|1|0|0
CERRILLOS|EL BOSQUE|17:00:00|8,60482|4|0|1|4|1|0|0
CERRILLOS|EL BOSQUE|17:30:00|13,339588|7|0|1|6|2|0|2
CERRILLOS|EL BOSQUE|18:00:00|18,844584|12|0|2|9|2|0|1
CERRILLOS|EL BOSQUE|18:30:00|16,478812|9|0|1|7|4|0|1
CERRILLOS|EL BOSQUE|19:00:00|21,0739|13|0|4|9|2|0|1
CERRILLOS|EL BOSQUE|19:30:00|12,110644|7|0|1|5|2|0|0
CERRILLOS|EL BOSQUE|20:00:00|18,453414|10|0|1|8|3|0|0
CERRILLOS|EL BOSQUE|20:30:00|8,470832|3|0|0|4|1|0|0
CERRILLOS|EL BOSQUE|21:00:00|14,55452|7|0|3|7|1|0|1
CERRILLOS|EL BOSQUE|21:30:00|16,479912|7|0|2|9|0|0|0
CERRILLOS|EL BOSQUE|22:00:00|11,248658|6|0|1|4|3|0|0
CERRILLOS|EL BOSQUE|22:30:00|7,0104|2|0|0|3|0|0|0
CERRILLOS|EL BOSQUE|23:00:00|8,308496|3|0|2|2|0|0|0
CERRILLOS|EL BOSQUE|23:30:00|0,569384|0|0|0|0|0|0|0
CERRILLOS|ESTACIÓN CENTRAL|00:00:00|2,99848|1|0|1|0|0|0|0
CERRILLOS|ESTACIÓN CENTRAL|00:30:00|1,16172|0|0|0|0|0|0|0
CERRILLOS|ESTACIÓN CENTRAL|01:00:00|0,547288|0|0|0|0|0|0|0
CERRILLOS|ESTACIÓN CENTRAL|01:30:00|0,800912|0|0|0|0|0|0|0
CERRILLOS|ESTACIÓN CENTRAL|05:00:00|9,915314|6|0|5|1|0|0|0
CERRILLOS|ESTACIÓN CENTRAL|05:30:00|42,497426|28|0|22|8|0|0|2
CERRILLOS|ESTACIÓN CENTRAL|06:00:00|103,480876|67|0|49|24|1|0|5
CERRILLOS|ESTACIÓN CENTRAL|06:30:00|144,88983|90|0|75|32|2|0|6
CERRILLOS|ESTACIÓN CENTRAL|07:00:00|196,831848000001|100|0|94|48|6|0|11
CERRILLOS|ESTACIÓN CENTRAL|07:30:00|188,716944|102|0|101|39|2|0|9
CERRILLOS|ESTACIÓN CENTRAL|08:00:00|164,618414|95|0|83|39|2|0|6
CERRILLOS|ESTACIÓN CENTRAL|08:30:00|133,53894|85|0|78|25|2|0|6
CERRILLOS|ESTACIÓN CENTRAL|09:00:00|116,782078|70|0|64|28|1|0|7
CERRILLOS|ESTACIÓN CENTRAL|09:30:00|96,928934|61|0|55|22|0|0|4
CERRILLOS|ESTACIÓN CENTRAL|10:00:00|93,5998880000001|63|0|56|19|1|0|5
CERRILLOS|ESTACIÓN CENTRAL|10:30:00|91,610158|59|0|55|17|2|0|4
CERRILLOS|ESTACIÓN CENTRAL|11:00:00|84,0628280000001|53|0|54|13|1|0|4
CERRILLOS|ESTACIÓN CENTRAL|11:30:00|70,9773|46|0|45|11|0|0|2
CERRILLOS|ESTACIÓN CENTRAL|12:00:00|80,7887520000001|53|0|51|13|1|0|4
CERRILLOS|ESTACIÓN CENTRAL|12:30:00|80,3350780000001|46|0|47|14|2|0|5
CERRILLOS|ESTACIÓN CENTRAL|13:00:00|77,4944800000001|41|0|44|15|2|0|6
CERRILLOS|ESTACIÓN CENTRAL|13:30:00|78,8511660000001|41|0|48|14|0|0|4
CERRILLOS|ESTACIÓN CENTRAL|14:00:00|78,870812|49|0|45|16|0|0|5
CERRILLOS|ESTACIÓN CENTRAL|14:30:00|78,4418439999999|45|0|44|15|1|0|4
CERRILLOS|ESTACIÓN CENTRAL|15:00:00|87,5859019999999|52|0|51|17|0|0|3
CERRILLOS|ESTACIÓN CENTRAL|15:30:00|86,8503419999999|53|0|52|14|1|0|2
CERRILLOS|ESTACIÓN CENTRAL|16:00:00|89,9869319999999|46|0|54|14|0|0|4
CERRILLOS|ESTACIÓN CENTRAL|16:30:00|85,6568859999999|48|0|48|17|1|0|3
CERRILLOS|ESTACIÓN CENTRAL|17:00:00|98,2935|56|0|56|19|1|0|3
CERRILLOS|ESTACIÓN CENTRAL|17:30:00|108,33637|60|0|57|22|3|0|4
CERRILLOS|ESTACIÓN CENTRAL|18:00:00|155,934568|91|0|76|41|3|0|8
CERRILLOS|ESTACIÓN CENTRAL|18:30:00|111,250336|64|0|61|21|3|0|2
CERRILLOS|ESTACIÓN CENTRAL|19:00:00|94,315514|55|0|48|22|1|0|3
CERRILLOS|ESTACIÓN CENTRAL|19:30:00|88,7136879999999|52|0|50|17|1|0|3
CERRILLOS|ESTACIÓN CENTRAL|20:00:00|64,324368|36|0|37|12|0|0|2
CERRILLOS|ESTACIÓN CENTRAL|20:30:00|45,289042|26|0|26|8|0|0|0
CERRILLOS|ESTACIÓN CENTRAL|21:00:00|47,723392|28|0|27|8|0|0|1
CERRILLOS|ESTACIÓN CENTRAL|21:30:00|39,195624|23|0|21|8|0|0|1
CERRILLOS|ESTACIÓN CENTRAL|22:00:00|43,44659|22|0|27|6|0|0|0
CERRILLOS|ESTACIÓN CENTRAL|22:30:00|24,946732|13|0|14|4|0|0|0
CERRILLOS|ESTACIÓN CENTRAL|23:00:00|15,11589|7|0|8|2|0|0|0
CERRILLOS|ESTACIÓN CENTRAL|23:30:00|9,550628|4|0|5|1|0|0|0
CERRILLOS|HUECHURABA|05:00:00|0,901646|0|0|0|0|0|0|0
CERRILLOS|HUECHURABA|05:30:00|7,919676|5|0|0|3|2|0|2
CERRILLOS|HUECHURABA|06:00:00|16,928712|11|0|0|6|5|0|4
CERRILLOS|HUECHURABA|06:30:00|11,796614|7|0|0|1|6|0|5
CERRILLOS|HUECHURABA|07:00:00|12,827508|8|0|0|4|5|0|5
CERRILLOS|HUECHURABA|07:30:00|6,713214|4|0|0|0|4|0|4
CERRILLOS|HUECHURABA|08:00:00|2,157694|1|0|0|0|1|0|1
CERRILLOS|HUECHURABA|08:30:00|2,68986|2|0|0|1|1|0|0
CERRILLOS|HUECHURABA|09:00:00|2,250778|1|0|0|0|1|0|1
CERRILLOS|HUECHURABA|09:30:00|2,2062|1|0|0|0|0|0|0
CERRILLOS|HUECHURABA|10:00:00|1,234536|0|0|0|0|0|0|0
CERRILLOS|HUECHURABA|10:30:00|2,256444|1|0|0|0|1|0|1
CERRILLOS|HUECHURABA|11:00:00|1,74082|0|0|0|0|1|0|1
CERRILLOS|HUECHURABA|11:30:00|0,739538|0|0|0|0|0|0|0
CERRILLOS|HUECHURABA|12:00:00|0,485282|0|0|0|0|0|0|0
CERRILLOS|HUECHURABA|12:30:00|0,49026|0|0|0|0|0|0|0
CERRILLOS|HUECHURABA|13:00:00|1,26432|1|0|0|0|0|0|0
CERRILLOS|HUECHURABA|13:30:00|0,77023|0|0|0|0|0|0|0
CERRILLOS|HUECHURABA|14:00:00|1,310804|0|0|0|0|0|0|0
CERRILLOS|HUECHURABA|14:30:00|0,753718|0|0|0|0|0|0|0
CERRILLOS|HUECHURABA|15:00:00|0,263804|0|0|0|0|0|0|0
CERRILLOS|HUECHURABA|15:30:00|0,51789|0|0|0|0|0|0|0
CERRILLOS|HUECHURABA|16:00:00|1,04242|0|0|0|0|0|0|0
CERRILLOS|HUECHURABA|16:30:00|1,560342|1|0|0|0|1|0|1
CERRILLOS|HUECHURABA|17:00:00|0,777186|0|0|0|0|0|0|0
CERRILLOS|HUECHURABA|17:30:00|2,58827|1|0|0|0|1|0|1
CERRILLOS|HUECHURABA|18:00:00|4,951106|3|0|0|0|3|0|2
CERRILLOS|HUECHURABA|18:30:00|4,17642|2|0|0|0|2|0|1
CERRILLOS|HUECHURABA|19:00:00|1,822138|1|0|0|0|1|0|0
CERRILLOS|HUECHURABA|19:30:00|3,123944|2|0|0|0|2|0|2
CERRILLOS|HUECHURABA|20:00:00|4,198158|3|0|0|0|2|0|2
CERRILLOS|HUECHURABA|20:30:00|1,586386|0|0|0|0|0|0|0
CERRILLOS|HUECHURABA|21:00:00|0,510216|0|0|0|0|0|0|0
CERRILLOS|HUECHURABA|21:30:00|1,010328|0|0|0|0|0|0|0
CERRILLOS|HUECHURABA|22:00:00|1,327456|1|0|0|1|0|0|0
CERRILLOS|HUECHURABA|22:30:00|0,26754|0|0|0|0|0|0|0
CERRILLOS|HUECHURABA|23:00:00|0,26024|0|0|0|0|0|0|0
CERRILLOS|INDEPENDENCIA|05:00:00|1,426698|1|0|0|1|0|0|0
CERRILLOS|INDEPENDENCIA|05:30:00|3,464318|2|0|0|1|1|0|0
CERRILLOS|INDEPENDENCIA|06:00:00|8,504594|5|0|1|2|2|0|2
CERRILLOS|INDEPENDENCIA|06:30:00|23,180386|14|0|1|4|10|0|8
CERRILLOS|INDEPENDENCIA|07:00:00|14,491458|5|0|0|1|8|0|6
CERRILLOS|INDEPENDENCIA|07:30:00|11,687478|6|0|0|2|5|0|4
CERRILLOS|INDEPENDENCIA|08:00:00|7,605038|5|0|0|2|2|0|1
CERRILLOS|INDEPENDENCIA|08:30:00|4,88437|3|0|0|1|2|0|2
CERRILLOS|INDEPENDENCIA|09:00:00|2,288212|0|0|0|0|0|0|0
CERRILLOS|INDEPENDENCIA|09:30:00|4,949702|2|0|0|0|3|0|3
CERRILLOS|INDEPENDENCIA|10:00:00|3,211142|2|0|0|0|2|0|2
CERRILLOS|INDEPENDENCIA|10:30:00|1,48483|0|0|0|0|0|0|0
CERRILLOS|INDEPENDENCIA|11:00:00|1,245616|0|0|0|0|0|0|0
CERRILLOS|INDEPENDENCIA|11:30:00|0,753496|0|0|0|0|0|0|0
CERRILLOS|INDEPENDENCIA|12:00:00|0,988792|0|0|0|0|0|0|0
CERRILLOS|INDEPENDENCIA|12:30:00|2,69207|1|0|0|0|2|0|2
CERRILLOS|INDEPENDENCIA|13:00:00|3,197864|2|0|0|0|2|0|1
CERRILLOS|INDEPENDENCIA|13:30:00|1,995658|0|0|0|0|1|0|1
CERRILLOS|INDEPENDENCIA|14:00:00|1,80765|1|0|0|0|0|0|0
CERRILLOS|INDEPENDENCIA|14:30:00|1,810126|1|0|0|1|0|0|0
CERRILLOS|INDEPENDENCIA|15:00:00|3,596406|2|0|0|1|1|0|1
CERRILLOS|INDEPENDENCIA|15:30:00|1,83944|0|0|0|0|0|0|0
CERRILLOS|INDEPENDENCIA|16:00:00|1,83582|1|0|0|0|0|0|0
CERRILLOS|INDEPENDENCIA|16:30:00|0,774354|0|0|0|0|0|0|0
CERRILLOS|INDEPENDENCIA|17:00:00|5,184868|3|0|0|1|2|0|2
CERRILLOS|INDEPENDENCIA|17:30:00|8,016502|5|0|0|2|3|0|3
CERRILLOS|INDEPENDENCIA|18:00:00|3,384084|2|0|0|1|0|0|0
CERRILLOS|INDEPENDENCIA|18:30:00|5,970396|3|0|0|1|2|0|2
CERRILLOS|INDEPENDENCIA|19:00:00|2,864354|2|0|0|0|1|0|0
CERRILLOS|INDEPENDENCIA|19:30:00|5,702888|3|0|1|0|2|0|1
CERRILLOS|INDEPENDENCIA|20:00:00|2,557966|1|0|0|0|1|0|1
CERRILLOS|INDEPENDENCIA|20:30:00|3,688392|2|0|0|1|0|0|0
CERRILLOS|INDEPENDENCIA|21:00:00|4,410588|2|0|0|0|2|0|2
CERRILLOS|INDEPENDENCIA|21:30:00|4,202942|2|0|0|0|1|0|1
CERRILLOS|INDEPENDENCIA|22:00:00|1,772992|1|0|0|0|0|0|0
CERRILLOS|INDEPENDENCIA|22:30:00|0,75374|0|0|0|0|0|0|0
CERRILLOS|INDEPENDENCIA|23:00:00|0,77438|0|0|0|0|0|0|0
CERRILLOS|LA CISTERNA|00:00:00|0,602372|0|0|0|0|0|0|0
CERRILLOS|LA CISTERNA|00:30:00|0,301186|0|0|0|0|0|0|0
CERRILLOS|LA CISTERNA|01:30:00|0,433826|0|0|0|0|0|0|0
CERRILLOS|LA CISTERNA|02:00:00|0,36405|0|0|0|0|0|0|0
CERRILLOS|LA CISTERNA|02:30:00|0,433826|0|0|0|0|0|0|0
CERRILLOS|LA CISTERNA|05:00:00|0,7281|0|0|0|0|0|0|0
CERRILLOS|LA CISTERNA|05:30:00|1,697768|1|0|0|0|0|0|0
CERRILLOS|LA CISTERNA|06:00:00|7,30094|4|0|2|2|0|0|0
CERRILLOS|LA CISTERNA|06:30:00|22,146644|12|0|6|6|3|0|2
CERRILLOS|LA CISTERNA|07:00:00|26,125048|11|0|8|8|2|0|1
CERRILLOS|LA CISTERNA|07:30:00|18,070484|10|0|8|3|1|0|0
CERRILLOS|LA CISTERNA|08:00:00|20,781986|11|0|8|5|0|0|2
CERRILLOS|LA CISTERNA|08:30:00|19,451798|10|0|9|4|0|0|0
CERRILLOS|LA CISTERNA|09:00:00|11,532304|5|0|5|1|1|0|1
CERRILLOS|LA CISTERNA|09:30:00|7,835384|5|0|3|3|0|0|0
CERRILLOS|LA CISTERNA|10:00:00|11,269202|7|0|4|3|0|0|1
CERRILLOS|LA CISTERNA|10:30:00|11,241552|5|0|4|3|0|0|1
CERRILLOS|LA CISTERNA|11:00:00|9,378624|5|0|4|2|0|0|0
CERRILLOS|LA CISTERNA|11:30:00|7,606628|4|0|4|1|0|0|0
CERRILLOS|LA CISTERNA|12:00:00|14,57319|7|0|7|3|1|0|1
CERRILLOS|LA CISTERNA|12:30:00|11,927548|6|0|5|3|0|0|0
CERRILLOS|LA CISTERNA|13:00:00|18,262556|8|0|8|5|1|0|1
CERRILLOS|LA CISTERNA|13:30:00|11,400988|6|0|5|3|0|0|0
CERRILLOS|LA CISTERNA|14:00:00|13,091528|6|0|5|3|1|0|0
CERRILLOS|LA CISTERNA|14:30:00|9,596968|4|0|3|2|1|0|0
CERRILLOS|LA CISTERNA|15:00:00|18,282274|8|0|8|4|1|0|2
CERRILLOS|LA CISTERNA|15:30:00|14,376232|6|0|5|4|0|0|2
CERRILLOS|LA CISTERNA|16:00:00|15,703432|7|0|7|4|0|0|1
CERRILLOS|LA CISTERNA|16:30:00|15,92139|8|0|6|4|0|0|1
CERRILLOS|LA CISTERNA|17:00:00|20,644538|10|0|9|4|2|0|1
CERRILLOS|LA CISTERNA|17:30:00|34,85695|18|0|12|10|3|0|6
CERRILLOS|LA CISTERNA|18:00:00|33,273318|19|0|12|10|2|0|3
CERRILLOS|LA CISTERNA|18:30:00|33,786414|18|0|11|9|4|0|5
CERRILLOS|LA CISTERNA|19:00:00|35,731828|20|0|12|10|4|0|4
CERRILLOS|LA CISTERNA|19:30:00|24,994248|14|0|10|6|2|0|2
CERRILLOS|LA CISTERNA|20:00:00|22,41499|12|0|9|6|1|0|3
CERRILLOS|LA CISTERNA|20:30:00|20,084802|10|0|9|5|1|0|0
CERRILLOS|LA CISTERNA|21:00:00|27,369718|15|0|10|9|1|0|1
CERRILLOS|LA CISTERNA|21:30:00|18,409268|10|0|9|3|1|0|0
CERRILLOS|LA CISTERNA|22:00:00|18,395216|8|0|6|5|1|0|1
CERRILLOS|LA CISTERNA|22:30:00|9,396464|2|0|3|2|1|0|0
CERRILLOS|LA CISTERNA|23:00:00|7,939834|3|0|3|1|0|0|0
CERRILLOS|LA CISTERNA|23:30:00|2,291198|1|0|0|0|0|0|0
CERRILLOS|LA FLORIDA|00:00:00|0,626278|0|0|0|0|0|0|0
CERRILLOS|LA FLORIDA|00:30:00|0,281108|0|0|0|0|0|0|0
CERRILLOS|LA FLORIDA|01:00:00|0,380432|0|0|0|0|0|0|0
CERRILLOS|LA FLORIDA|03:00:00|0,380432|0|0|0|0|0|0|0
CERRILLOS|LA FLORIDA|05:00:00|2,620038|1|0|0|0|1|0|0
CERRILLOS|LA FLORIDA|05:30:00|5,46772|3|0|0|2|0|0|1
